# Weather station Chofu (airport), Japan, METAR=RJTF,selection from 01.01.2020 till 31.12.2020, all days,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,
,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Chofu (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
08.02.2020 15:00,12,753.9,757.7,33,Wind blowing from the north,6,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
08.02.2020 14:00,11,753.9,757.7,35,Wind blowing from the north-northeast,6,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
08.02.2020 13:00,12,753.9,757.7,33,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
08.02.2020 12:00,10,754.4,758.2,37,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
08.02.2020 11:00,9,755.8,759.7,37,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
08.02.2020 10:00,7,756.6,760.5,42,Wind blowing from the north,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
08.02.2020 09:00,4,756.6,760.5,56,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
07.02.2020 16:00,6,762.7,766.6,39,Wind blowing from the east-southeast,4,,,,No Significant Clouds,10.0 and more,-7
07.02.2020 15:00,7,763.4,767.3,34,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,-8
07.02.2020 14:00,6,764.2,768.1,34,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,-9
07.02.2020 13:00,5,764.9,768.9,33,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-10
07.02.2020 12:00,4,765.6,769.6,30,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-12
07.02.2020 11:00,3,767.1,771.1,33,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,-12
07.02.2020 10:00,2,767.9,771.9,38,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,-11
07.02.2020 09:00,1,767.9,771.9,41,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-11
07.02.2020 08:30,0,767.9,771.9,51,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-9
06.02.2020 16:00,4,763.3,767.3,24,Wind blowing from the north,11,16,,,Few clouds (10-30%) 900 m,10.0 and more,-15
06.02.2020 15:00,5,762.7,766.6,22,Wind blowing from the north,10,16,,,Few clouds (10-30%) 900 m,10.0 and more,-15
06.02.2020 14:00,6,761.9,765.8,19,Wind blowing from the north,9,15,,,Few clouds (10-30%) 900 m,10.0 and more,-16
06.02.2020 13:00,6,761.1,765,21,Wind blowing from the north,9,14,,,Few clouds (10-30%) 900 m,10.0 and more,-15
06.02.2020 12:00,6,761.9,765.8,21,Wind blowing from the north,8,,,,Few clouds (10-30%) 900 m,10.0 and more,-15
06.02.2020 11:00,5,761.9,765.8,26,Wind blowing from the north,10,,,,Few clouds (10-30%) 900 m,10.0 and more,-13
06.02.2020 10:00,5,761.9,765.8,28,Wind blowing from the north,9,14,,,Few clouds (10-30%) 900 m,10.0 and more,-12
06.02.2020 09:00,3,761,765,33,Wind blowing from the north,10,,,,Few clouds (10-30%) 900 m,10.0 and more,-12
05.02.2020 16:00,14,751.6,755.4,21,Wind blowing from the north,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m",10.0 and more,-8
05.02.2020 15:00,14,751.6,755.4,23,Wind blowing from the north-east,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-7
05.02.2020 14:00,14,751.6,755.4,27,Wind blowing from the north-east,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
05.02.2020 13:00,13,751.6,755.4,26,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
05.02.2020 12:00,14,752.4,756.2,27,Wind blowing from the south,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
05.02.2020 11:00,12,753.1,756.9,28,Wind blowing from the south,4,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
05.02.2020 10:00,10,754.4,758.2,47,Wind blowing from the south-southwest,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-1
05.02.2020 09:00,7,755.1,759,61,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,0
05.02.2020 08:30,5,755.1,759,70,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,0
04.02.2020 16:00,10,760.4,764.3,35,Wind blowing from the south-east,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2100 m",10.0 and more,-5
04.02.2020 15:00,10,760.4,764.3,37,Wind blowing from the south-east,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m",10.0 and more,-4
04.02.2020 14:00,10,760.4,764.3,35,Wind blowing from the south-east,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m",10.0 and more,-5
04.02.2020 13:00,11,761.1,765,32,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 2100 m",10.0 and more,-5
04.02.2020 12:00,10,761.1,765,32,Wind blowing from the north,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 2100 m",10.0 and more,-6
04.02.2020 11:00,10,761.9,765.8,35,Wind blowing from the north-northeast,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,-5
04.02.2020 10:00,10,761.9,765.8,40,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,-3
04.02.2020 09:00,7,761.9,765.8,46,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,-4
04.02.2020 08:30,6,761.9,765.8,49,Wind blowing from the north,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,-4
03.02.2020 16:00,14,755.2,759,39,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,0
03.02.2020 15:00,15,755.2,759,39,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,1
03.02.2020 14:00,15,755.9,759.7,39,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,1
03.02.2020 13:00,14,756.7,760.5,41,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,1
03.02.2020 12:00,13,758.2,762,47,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,2
03.02.2020 11:00,10,758.9,762.8,43,variable wind direction,2,,,,No Significant Clouds,10.0 and more,-2
03.02.2020 10:00,9,760.4,764.3,43,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-3
03.02.2020 09:00,8,760.4,764.3,50,variable wind direction,1,,,,No Significant Clouds,10.0 and more,-2
03.02.2020 08:30,7,761.1,765,49,variable wind direction,1,,,,"Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 4500 m, broken clouds (60-90%)",10.0 and more,-3
02.02.2020 16:00,12,762,765.8,28,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,-6
02.02.2020 15:00,13,761.2,765,26,Wind blowing from the north,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,-6
02.02.2020 14:00,12,760.5,764.3,26,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 1200 m, broken clouds (60-90%)",10.0 and more,-7
02.02.2020 13:00,13,761.2,765,24,Wind blowing from the north-east,4,,,,"Few clouds (10-30%) 1200 m, broken clouds (60-90%)",10.0 and more,-7
02.02.2020 12:00,12,762,765.8,26,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,-7
02.02.2020 11:00,12,762,765.8,26,Wind blowing from the north,6,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,-7
02.02.2020 10:00,10,761.9,765.8,28,Wind blowing from the north-northwest,6,,,,Few clouds (10-30%) 900 m,10.0 and more,-8
02.02.2020 09:00,9,761.9,765.8,29,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-8
02.02.2020 08:30,8,761.9,765.8,32,Wind blowing from the north-northwest,4,,,,Few clouds (10-30%) 900 m,10.0 and more,-8
01.02.2020 16:00,12,756.7,760.5,30,Wind blowing from the north,4,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
01.02.2020 15:00,12,755.9,759.7,28,Wind blowing from the north,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
01.02.2020 14:00,12,755.2,759,30,Wind blowing from the north-northeast,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
01.02.2020 13:00,12,755.2,759,26,Wind blowing from the north-northeast,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-7
01.02.2020 12:00,12,755.9,759.7,26,Wind blowing from the north,6,,,,Few clouds (10-30%) 900 m,10.0 and more,-7
01.02.2020 11:00,11,756.7,760.5,30,Wind blowing from the north,6,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
01.02.2020 10:00,10,756.7,760.5,32,Wind blowing from the north-northeast,5,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
01.02.2020 09:00,7,756.6,760.5,42,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
01.02.2020 08:30,6,756.6,760.5,49,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
31.01.2020 16:00,9,749.3,753.1,37,Wind blowing from the north,7,,,,Few clouds (10-30%) 900 m,10.0 and more,-5
31.01.2020 15:00,10,748.5,752.3,32,Wind blowing from the north,9,,,,Few clouds (10-30%) 900 m,10.0 and more,-6
31.01.2020 14:00,11,747.8,751.6,26,Wind blowing from the north-northwest,10,15,,,Few clouds (10-30%) 900 m,10.0 and more,-8
31.01.2020 13:00,12,747.8,751.6,26,Wind blowing from the north-northwest,8,13,,,Few clouds (10-30%) 900 m,10.0 and more,-7
31.01.2020 12:00,12,747.8,751.6,26,Wind blowing from the north,9,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 2400 m",10.0 and more,-7
31.01.2020 11:00,11,748.5,752.3,32,Wind blowing from the north,10,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2100 m",10.0 and more,-5
31.01.2020 10:00,10,748.5,752.3,37,Wind blowing from the north,8,,,,Few clouds (10-30%) 900 m,10.0 and more,-4
31.01.2020 09:00,9,748.5,752.3,43,Wind blowing from the north,6,,,,Few clouds (10-30%) 900 m,10.0 and more,-3
31.01.2020 08:30,8,748.5,752.3,46,Wind blowing from the north,6,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m",10.0 and more,-3
30.01.2020 16:00,17,743.3,747,34,Wind blowing from the north-east,3,,,,Few clouds (10-30%) 900 m,10.0 and more,1
30.01.2020 15:00,17,743.3,747,34,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,1
30.01.2020 14:00,17,742.6,746.3,37,Wind blowing from the north-northeast,3,,,,Few clouds (10-30%) 900 m,10.0 and more,2
30.01.2020 13:00,16,743.3,747,42,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,3
30.01.2020 12:00,16,743.3,747,39,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,2
30.01.2020 11:00,15,744.1,747.8,45,Wind blowing from the south,2,,,,Few clouds (10-30%) 900 m,10.0 and more,3
30.01.2020 10:00,13,744.8,748.5,63,variable wind direction,1,,,,Few clouds (10-30%) 750 m,10.0 and more,6
30.01.2020 09:00,10,745.5,749.3,76,variable wind direction,1,,,,Few clouds (10-30%) 450 m,10.0 and more,6
30.01.2020 08:30,9,745.5,749.3,82,variable wind direction,1,,,,Few clouds (10-30%) 450 m,10.0 and more,6
29.01.2020 16:00,18,745.6,749.3,56,Wind blowing from the south-southeast,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,9
29.01.2020 15:00,19,745.6,749.3,56,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,10
29.01.2020 14:00,19,745.6,749.3,56,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m",10.0 and more,10
29.01.2020 13:00,18,745.6,749.3,60,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,10
29.01.2020 12:00,17,746.4,750.1,68,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,11
29.01.2020 11:00,15,747.1,750.8,77,Wind blowing from the south-southwest,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m",10.0 and more,11
29.01.2020 10:00,15,747.9,751.6,72,Wind blowing from the south-west,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,10
29.01.2020 09:00,12,748.5,752.3,88,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,10
29.01.2020 08:30,11,748.5,752.3,94,Wind blowing from the west-southwest,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m",10.0 and more,10
28.01.2020 16:00,6,758.1,762,100,Wind blowing from the north-northwest,5,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 450 m",3.5,6
28.01.2020 15:35,6,758.1,762,100,Wind blowing from the north-northwest,4,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 450 m",3.5,6
28.01.2020 15:00,6,758.1,762,93,Wind blowing from the north-northwest,5,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",4,5
28.01.2020 14:00,6,758.1,762,93,Wind blowing from the north-northwest,5,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 360 m",4,5
28.01.2020 13:00,5,758.9,762.8,100,Wind blowing from the north-northwest,4,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 360 m",3.5,5
28.01.2020 12:00,5,759.6,763.5,93,Wind blowing from the north-northwest,5,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 360 m",3.5,4
28.01.2020 11:00,5,760.4,764.3,93,Wind blowing from the north,5,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",4,4
28.01.2020 10:00,4,761.1,765,93,Wind blowing from the north-northwest,4,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 450 m",5,3
28.01.2020 09:00,4,761.1,765,93,Wind blowing from the north-west,4,,Light rain,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 360 m, broken clouds (60-90%) 600 m",6,3
28.01.2020 08:30,3,761,765,93,Wind blowing from the north-northwest,5,,Light rain,,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 360 m, broken clouds (60-90%) 600 m",7,2
27.01.2020 16:00,5,764.1,768.1,66,Wind blowing from the north,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2700 m",10.0 and more,-1
27.01.2020 15:00,6,765,768.9,61,Wind blowing from the north,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 3000 m",10.0 and more,-1
27.01.2020 14:00,6,765,768.9,61,Wind blowing from the north,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 3000 m",10.0 and more,-1
27.01.2020 13:00,6,765,768.9,61,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 3600 m",10.0 and more,-1
27.01.2020 12:00,6,765.7,769.6,61,Wind blowing from the north,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 3600 m",10.0 and more,-1
27.01.2020 11:00,5,766.4,770.4,66,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1350 m, broken clouds (60-90%) 3900 m",10.0 and more,-1
27.01.2020 10:00,4,767.1,771.1,70,Wind blowing from the north-west,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 3900 m",10.0 and more,-1
27.01.2020 09:00,4,766.4,770.4,70,Wind blowing from the north-northwest,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 4200 m",10.0 and more,-1
27.01.2020 08:30,3,766.4,770.4,81,Wind blowing from the north,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 4500 m",10.0 and more,0
26.01.2020 16:00,7,765,768.9,61,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 2100 m, broken clouds (60-90%)",10.0 and more,0
26.01.2020 15:00,6,764.2,768.1,71,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2100 m",10.0 and more,1
26.01.2020 14:00,6,764.2,768.1,76,variable wind direction,1,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 1800 m",10.0 and more,2
26.01.2020 13:00,5,764.9,768.9,81,variable wind direction,1,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 1800 m",10.0 and more,2
26.01.2020 12:00,5,765.6,769.6,81,Wind blowing from the south-southwest,2,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2100 m",10.0 and more,2
26.01.2020 11:00,4,766.4,770.4,87,variable wind direction,1,,,,"Few clouds (10-30%) 210 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1500 m",10.0 and more,2
26.01.2020 10:00,4,766.4,770.4,87,Wind blowing from the south-southeast,1,,Light rain,,"Few clouds (10-30%) 210 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 1500 m",10.0 and more,2
26.01.2020 09:00,3,766.4,770.4,93,variable wind direction,1,,Light rain,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1500 m",10.0 and more,2
26.01.2020 08:30,3,766.4,770.4,93,"Calm, no wind",0,,Light rain,,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 360 m, broken clouds (60-90%) 900 m",6,2
25.01.2020 16:00,9,766.5,770.4,34,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,-6
25.01.2020 15:00,9,766.5,770.4,32,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,-7
25.01.2020 14:00,9,765.7,769.6,32,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,-7
25.01.2020 13:00,9,765.7,769.6,32,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,-7
25.01.2020 12:00,8,766.5,770.4,37,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,-6
25.01.2020 11:00,8,767.2,771.1,40,Wind blowing from the north,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,-5
25.01.2020 10:00,7,768,771.9,46,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,-4
25.01.2020 09:00,6,767.1,771.1,46,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,-5
25.01.2020 08:30,6,767.1,771.1,46,Wind blowing from the north,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,-5
24.01.2020 16:00,13,762,765.8,67,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1800 m",8,7
24.01.2020 15:00,14,761.2,765,67,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 4500 m",10.0 and more,8
24.01.2020 14:00,13,761.2,765,67,Wind blowing from the north,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1350 m",8,7
24.01.2020 13:00,13,762,765.8,67,Wind blowing from the north,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1350 m",8,7
24.01.2020 12:00,12,762,765.8,72,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,7
24.01.2020 11:00,12,762.8,766.6,72,Wind blowing from the east-southeast,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,7
24.01.2020 10:00,11,762.7,766.6,77,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,7
24.01.2020 09:00,9,762.7,766.6,87,Wind blowing from the north,2,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 1500 m",10.0 and more,7
24.01.2020 08:30,9,762.7,766.6,82,"Calm, no wind",0,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 900 m",10.0 and more,6
23.01.2020 16:00,7,758.9,762.8,81,Wind blowing from the north,2,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,4
23.01.2020 15:00,7,759.6,763.5,81,Wind blowing from the north,3,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,4
23.01.2020 14:00,7,759.6,763.5,81,Wind blowing from the north,2,,,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 600 m, broken clouds (60-90%) 1200 m",10.0 and more,4
23.01.2020 13:00,6,760.4,764.3,81,"Calm, no wind",0,,Light rain,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,3
23.01.2020 12:00,6,761.1,765,81,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1200 m",10.0 and more,3
